TIME,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Germany,"7,9","8,6","8,4","9,1","9,9","9,6","8,7","7,9","8,0","8,8","9,9","10,9","11,2","10,3","8,7","7,5","7,8","7,0","5,8","5,4","5,2","5,0","4,6","4,1","3,8","3,4","3,1","3,9"
