freq,unit,coicop,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,RCH_A_AVG,CP00,DE	2.2 	1.6 	0.8 	0.7 	0.4 	1.7 	1.9 	1.4 	0.4 	3.2 	8.7 	6.0 
