TIME	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
Germany	353407.9	414999.5	470096.6	519503.6	574348.8	610968	642468.8	708094.6	773769.4	823190.6	864806.9	953134.3	1005640.6	1059083.6	1134355	1245386	1517932.9	1655317.2	1774986.2	1867918.1	1983157.1	1975310.3	1958621.6	2008652.6	2077240	2129660	2195530	2223360	2240810	2293040	2325710	2426180	2542220	2589680	2494870	2616060	2747810	2800380	2867280	2985170	3085650	3196110	3331110	3431130	3534880	3449620	3676460	3953850	4185550
