freq,int_rt,geo\TIME_PERIOD	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MCBY,DE	4.49000 	5.26000 	4.80000 	4.78000 	4.07000 	4.04000 	3.35000 	3.76000 	4.22000 	3.98000 	3.22000 	2.74000 	2.61000 	1.50000 	1.57000 	1.16000 	0.50000 	0.09000 	0.32000 	0.40000 	-0.25000 	-0.51000 	-0.37000 	1.14000 	2.43000 
