2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
83,30	83,00	81,20	82,30	83,00	83,90	86,80	89,80	92,60	95,50	100,10	107,50	114,10	121,70	128,70	138,70	154,80	162,60	148,80
