TIME	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
Germany	353,407.9	414,999.5	470,096.6	519,503.6	574,348.8	610,968.0	642,468.8	708,094.6	773,769.4	823,190.6	864,806.9	953,134.3	1,005,640.6	1,059,083.6	1,134,355.0	1,245,386.0	1,517,932.9	1,655,317.2	1,774,986.2	1,867,918.1	1,983,157.1	1,975,310.3	1,958,621.6	2,008,652.6	2,077,240.0	2,129,660.0	2,195,530.0	2,223,360.0	2,240,810.0	2,293,040.0	2,325,710.0	2,426,180.0	2,542,220.0	2,589,680.0	2,494,870.0	2,616,060.0	2,747,810.0	2,800,380.0	2,867,280.0	2,985,170.0	3,085,650.0	3,196,110.0	3,331,110.0	3,431,130.0	3,534,880.0	3,449,620.0	3,676,460.0	3,953,850.0	4,185,550.0
