2005.00;2006.00;2007.00;2008.00;2009.00;2010.00;2011.00;2012.00;2013.00;2014.00;2015.00;2016.00;2017.00;2018.00;2019.00;2020.00;2021.00;2022.00;2023.00
775618.00;907450.00;1055847.00;1185762.00;925804.00;1054204.00;1255005.00;1155550.00;1181126.00;1207192.00;1051131.00;1055327.00;1162907.00;1284351.00;1233978.00;1171782.00;1411439.00;1582594.00;1476666.00
