TIME	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
Germany	-9343.00	-6758.00	-10064.00	-24039.00	-32459.00	-3809.00	43450.00	33599.00	103518.00	108171.00	140953.00	169607.00	145027.00	144787.00	150210.00	172828.00	201278.00	192345.00	215933.00	250087.00	284661.00	268729.00	289187.00	278477.00	218030.00	254580.00	174506.00	248696.00
