2005.00;2006.00;2007.00;2008.00;2009.00;2010.00;2011.00;2012.00;2013.00;2014.00;2015.00;2016.00;2017.00;2018.00;2019.00;2020.00;2021.00;2022.00;2023.00
969980.00;1108896.00;1322189.00;1449273.00;1120613.00;1258401.00;1474040.00;1401668.00;1444927.00;1494214.00;1326205.00;1334356.00;1448191.00;1560538.00;1489411.00;1382534.00;1627377.00;1675846.00;1718371.00
