TIME	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
Germany	-9 343,0	-6 758,0	-10 064,0	-24 039,0	-32 459,0	-3 809,0	43 450,0	33 599,0	103 518,0	108 171,0	140 953,0	169 607,0	145 027,0	144 787,0	150 210,0	172 828,0	201 278,0	192 345,0	215 933,0	250 087,0	284 661,0	268 729,0	289 187,0	278 477,0	218 030,0	254 580,0	174 506,0	248 696,0
