2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
88.93;96.89;100.89;100.75;88.50;100.00;104.85;100.35;100.73;103.69;107.19;109.70;112.75;114.05;112.06;103.36;109.56;114.72;108.48
