2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
91.01;99.83;106.36;105.99;86.97;100.00;106.40;105.78;104.99;106.67;109.18;109.51;113.00;112.94;108.77;96.94;103.10;101.82;100.15
